,Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,house_floor,no_floor
2397,6/5/2022,2,11000,450,Carpet Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,1,Contact Owner,1,4
2398,4/30/2022,1,20000,250,Carpet Area,"Nizamuddin East, Nizamuddin",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,1
2399,6/18/2022,4,260000,3000,Super Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent,4,4
2400,5/12/2022,2,11000,550,Carpet Area,New Ashok Nagar,Delhi,Unfurnished,Bachelors,2,Contact Agent,3,5
2401,5/4/2022,2,10000,450,Carpet Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
2402,6/25/2022,3,60000,2500,Carpet Area,Saket,Delhi,Unfurnished,Bachelors,3,Contact Agent,2,3
2403,6/20/2022,4,350000,800,Super Area,Green Park,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent,1,4
2404,6/27/2022,2,16000,100,Super Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors,2,Contact Owner,3,3
2405,5/14/2022,1,16000,400,Carpet Area,Subhash Nagar,Delhi,Furnished,Bachelors,1,Contact Owner,2,3
2406,6/12/2022,2,12000,750,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,1,3
2407,7/7/2022,1,8000,400,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
2408,6/30/2022,3,14000,1100,Carpet Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,3
2409,6/8/2022,1,14900,450,Carpet Area,Rohini Sector 18,Delhi,Furnished,Bachelors/Family,1,Contact Owner,Ground,5
2410,4/27/2022,2,15000,850,Carpet Area,Rohini Sector 23,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,3
2411,7/9/2022,3,10000,600,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,3,4
2412,5/13/2022,2,40000,750,Carpet Area,New Rajendra Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,1,4
2413,5/29/2022,1,9000,500,Carpet Area,Neb Sarai,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,1,4
2414,6/17/2022,1,7000,350,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,4
2415,6/4/2022,2,13500,623,Carpet Area,"Ganesh Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,3
2416,6/16/2022,3,95000,2400,Carpet Area,Greater Kailash 2,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,3,4
2417,5/18/2022,1,20000,75,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2,4
2418,4/27/2022,2,7500,450,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
2419,6/30/2022,2,9000,445,Carpet Area,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4,4
2420,7/4/2022,3,80000,300,Carpet Area,Greater Kailash 2,Delhi,Furnished,Bachelors,3,Contact Agent,1,3
2421,5/31/2022,3,50000,1670,Super Area,Model Town,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,3,4
2422,6/24/2022,1,13000,550,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,1,4
2423,5/18/2022,1,12000,350,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,4,4
2424,5/18/2022,2,16000,650,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,4
2425,5/31/2022,2,13000,70,Super Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2426,5/4/2022,2,29000,100,Carpet Area,South,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2427,6/8/2022,3,18000,800,Super Area,Hari Nagar Ashram,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2428,5/10/2022,2,8500,60,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
2429,5/23/2022,3,27000,2000,Carpet Area,"Kohinoor Apartment, Kalkaji Extention",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2430,5/9/2022,2,18000,600,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2431,6/7/2022,1,11500,450,Carpet Area,"Bhogal, Jangpura",Delhi,Semi-Furnished,Bachelors,1,Contact Owner,3,4
2432,7/7/2022,2,80000,2200,Carpet Area,Defence Colony,Delhi,Unfurnished,Bachelors,3,Contact Agent,1,4
2433,6/20/2022,2,15500,600,Carpet Area,dwarka sector 8 Raj Nagar extension part 2,Delhi,Unfurnished,Bachelors,2,Contact Owner,1,4
2434,7/7/2022,4,55000,2000,Carpet Area,Dwarka sec 19,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,4
2435,5/1/2022,2,20000,800,Super Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2436,6/8/2022,3,35000,170,Carpet Area,"Chitra Vihar, Swasthya Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,4,4
2437,5/18/2022,2,38000,150,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,Ground,4
2438,5/4/2022,2,16000,650,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
2439,6/21/2022,3,50000,1250,Carpet Area,Chittaranjan Park Block B,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,4
2440,6/17/2022,1,9500,600,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2441,7/7/2022,4,90000,2100,Carpet Area,"Kailash hills, East Of Kailash",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,3,3
2442,6/8/2022,1,10000,450,Super Area,Rohini Sector 18,Delhi,Unfurnished,Bachelors,1,Contact Owner,3,4
2443,6/12/2022,2,25000,100,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,2,Contact Owner,2,4
2444,5/14/2022,1,30000,650,Super Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,3,4
2445,5/18/2022,2,12000,48,Super Area,Rohini Sector 16,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2446,7/7/2022,2,16500,550,Carpet Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,4
2447,6/4/2022,1,4500,240,Super Area,Dilshad Colony,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2448,6/22/2022,2,30000,700,Carpet Area,Vasant Kunj Sector B,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,3,3
2449,7/3/2022,1,12000,48,Super Area,Rohini Sector 11,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2450,5/27/2022,2,23000,100,Super Area,Mansarover Garden,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
2451,5/18/2022,3,70000,1901,Super Area,"Unity the Amaryllis, Karol Bagh",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,9,11
2452,6/27/2022,1,5500,50,Carpet Area,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2453,7/5/2022,3,35000,1300,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,3,4
2454,5/27/2022,2,9000,145,Super Area,Palam,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2455,5/24/2022,2,22000,800,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,2,3
2456,6/9/2022,3,35000,1100,Super Area,Kalkaji Extension,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,1,3
2457,5/2/2022,1,12000,450,Super Area,Dwarka Sector 7,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
2458,6/28/2022,2,6000,300,Carpet Area,Jhangir Puri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
2459,5/19/2022,2,22000,1040,Carpet Area,"Janak Park, Hari Nagar",Delhi,Semi-Furnished,Bachelors,3,Contact Owner,1,2
2460,5/18/2022,1,5000,25,Carpet Area,Ganga Vihar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,5
2461,6/4/2022,2,20500,900,Super Area,"IGNOU Road, Saket",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,9
2462,5/28/2022,2,7500,1100,Super Area,Bijwasan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
2463,7/1/2022,2,5500,380,Super Area,Prem Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
2464,6/2/2022,3,25000,450,Carpet Area,Gandhi Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2,2
2465,7/2/2022,1,13000,550,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,3,4
2466,6/4/2022,1,5000,180,Super Area,Mukherjee Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
2467,5/6/2022,3,40000,1650,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2468,5/31/2022,1,12500,250,Super Area,"Inder Puri Block A, Inder Puri",Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,5
2469,5/29/2022,1,6000,400,Carpet Area,"Raghubir Nagar, Tagore Garden Extension",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,5
2470,7/4/2022,2,15500,900,Carpet Area,Vivek Vihar Phase 2,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,3
2471,5/27/2022,3,75000,1900,Super Area,Malviya Nagar,Delhi,Furnished,Bachelors/Family,3,Contact Owner,2,3
2472,6/12/2022,3,36000,892,Carpet Area,Gautam Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2473,5/18/2022,1,13000,400,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,Ground,4
2474,6/29/2022,3,45000,100,Carpet Area,"Mandakini Enclave, Alaknanda",Delhi,Unfurnished,Bachelors,2,Contact Owner,1,2
2475,6/22/2022,2,2000,60,Super Area,Ram Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
2476,7/4/2022,2,28000,80,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,5
2477,5/12/2022,2,9000,450,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,4
2478,4/29/2022,1,12000,520,Carpet Area,Geeta Colony,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
2479,4/29/2022,1,13000,350,Super Area,Rohini Sector 3,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,5
2480,4/29/2022,2,11000,600,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2,3
2481,7/7/2022,3,35000,950,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors,2,Contact Agent,1,4
2482,5/13/2022,2,10000,450,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
2483,7/7/2022,1,20000,450,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,1,4
2484,7/7/2022,2,25000,850,Carpet Area,Karol Bagh,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,4
2485,6/12/2022,1,8000,200,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,3,4
2486,7/8/2022,4,150000,3000,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,1,4
2487,6/16/2022,3,36000,1500,Carpet Area,"Mahendru Enclave, Model Town",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,2,3
2488,7/4/2022,2,12000,700,Super Area,Sultanpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,4
2489,5/10/2022,1,8500,530,Super Area,"Palam Colony, Palam",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2490,5/27/2022,3,17000,800,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,2,4
2491,5/5/2022,1,7500,45,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
2492,5/5/2022,1,16000,900,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner,3,4
2493,5/10/2022,1,9000,450,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2494,5/10/2022,2,8000,650,Super Area,Rangpuri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2495,5/10/2022,2,45000,900,Super Area,Lajpat Nagar 1,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2,4
2496,5/4/2022,2,27000,900,Carpet Area,RWA triveni residents,Delhi,Furnished,Bachelors/Family,2,Contact Owner,4,4
2497,5/5/2022,2,14000,120,Super Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
2498,6/12/2022,2,14000,600,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,2,4
2499,5/21/2022,2,14000,615,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2500,6/14/2022,1,7500,225,Carpet Area,Kapi Bagan Basti,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
2501,6/10/2022,1,10000,800,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors,1,Contact Owner,1,4
2502,4/29/2022,1,7000,400,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,4,4
2503,4/29/2022,1,25000,800,Super Area,Mukherjee Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner,4,5
2504,4/29/2022,2,9000,60,Super Area,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
2505,4/29/2022,3,22000,1000,Super Area,"Khanpur Extension, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,24
2506,5/5/2022,3,10000,75,Super Area,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4,5
2507,5/5/2022,3,11000,800,Super Area,Hastsal,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2508,6/17/2022,1,12500,200,Super Area,Kamla Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,3,3
2509,5/14/2022,3,15000,800,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,2,4
2510,5/10/2022,2,35000,80,Super Area,Kamla Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2511,5/10/2022,2,35000,900,Super Area,Lajpat Nagar,Delhi,Unfurnished,Family,2,Contact Owner,2,4
2512,5/10/2022,2,52000,1125,Super Area,Saket,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2,5
2513,4/29/2022,3,15000,900,Super Area,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
2514,6/4/2022,2,32000,1100,Carpet Area,Rajouri Garden,Delhi,Unfurnished,Bachelors,2,Contact Agent,3,3
2515,6/4/2022,1,11500,400,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2,4
2516,7/4/2022,3,45000,713,Carpet Area,"Prem Nagar, Patel Nagar",Delhi,Furnished,Bachelors/Family,3,Contact Owner,1,1
2517,7/7/2022,2,16000,700,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,1,Contact Agent,4,4
2518,5/21/2022,2,20000,1000,Carpet Area,Krishna Nagar Block D,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2519,5/27/2022,1,7000,54,Super Area,Nawada,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,5
2520,7/4/2022,3,85000,200,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Unfurnished,Bachelors,3,Contact Agent,3,3
2521,5/28/2022,1,15000,200,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Furnished,Bachelors/Family,1,Contact Owner,4,4
2522,7/3/2022,2,22000,800,Super Area,Chhattarpur,Delhi,Furnished,Bachelors/Family,2,Contact Owner,3,3
2523,5/18/2022,2,32000,1000,Super Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2524,7/1/2022,2,20000,500,Carpet Area,"Vasant Kunj 2, Vasant Kunj",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,4,4
2525,6/4/2022,1,35000,300,Super Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,5
2526,6/16/2022,2,35000,900,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,Ground,4
2527,7/7/2022,3,65000,240,Carpet Area,Saket,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,1,4
2528,5/12/2022,2,15000,650,Carpet Area,"Fateh Nagar, Janakpuri",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
2529,6/18/2022,3,12000,950,Carpet Area,"Kotla, Mayur Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,3,5
2530,5/10/2022,1,8000,500,Super Area,Dwarka Sector 23,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
2531,5/28/2022,1,11000,500,Super Area,Palam - Dabri Marg,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,5
2532,5/10/2022,2,12000,450,Super Area,Mansa Ram Park,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,4
2533,6/16/2022,4,140000,2800,Carpet Area,New Friends Colony,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,Ground,4
2534,6/4/2022,2,24000,150,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2535,6/4/2022,1,20000,400,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent,3,4
2536,5/10/2022,3,16000,100,Super Area,"Jamia Nagar, Okhla",Delhi,Furnished,Bachelors/Family,2,Contact Owner,3,4
2537,6/4/2022,1,15000,400,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,3,4
2538,5/14/2022,2,28500,900,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,4
2539,5/5/2022,3,30000,1350,Super Area,Vasundhara Enclave,Delhi,Semi-Furnished,Family,3,Contact Owner,1,7
2540,7/4/2022,1,16000,500,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
2541,7/6/2022,3,80000,1700,Carpet Area,"Shivalik, Malviya Nagar",Delhi,Furnished,Bachelors,3,Contact Agent,1,4
2542,6/4/2022,1,11000,400,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2,4
2543,6/29/2022,2,21000,110,Super Area,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
2544,7/4/2022,3,10500,1200,Super Area,Najafgarh,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
2545,4/29/2022,2,15000,50,Carpet Area,Dwarka Sector 14,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2546,7/6/2022,3,16000,100,Super Area,Hari Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,3
2547,7/4/2022,2,45000,1000,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,Bachelors/Family,2,Contact Owner,2,3
2548,5/3/2022,1,6000,63,Super Area,Rohini Sector 2,Delhi,Furnished,Bachelors/Family,1,Contact Owner,4,4
2549,5/19/2022,3,40000,1800,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
2550,7/9/2022,2,36000,1440,Carpet Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,3
2551,5/27/2022,2,12000,55,Super Area,Uttam Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,4
2552,5/27/2022,3,45000,1500,Carpet Area,"The Shabad Apartment, Dwarka Sector 13",Delhi,Unfurnished,Bachelors,3,Contact Owner,1,12
2553,6/11/2022,3,10000,100,Carpet Area,Krishna Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner,1,4
2554,6/29/2022,2,5000,500,Super Area,Sangam Vihar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2555,5/27/2022,2,8000,100,Super Area,Rohini Sector 38,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
2556,5/10/2022,2,13000,455,Super Area,"DDA Akshardham Apartments, DS 19",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2557,4/29/2022,2,15000,80,Carpet Area,Anand Parbat,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
2558,7/4/2022,2,7500,450,Super Area,Burari,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
2559,6/8/2022,1,6000,400,Super Area,"Qutub Vihar, Dwarka",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
2560,5/23/2022,4,100000,300,Super Area,Vasant Kunj,Delhi,Unfurnished,Bachelors/Family,4,Contact Owner,1,3
2561,5/14/2022,2,12000,700,Super Area,Rohini Sector 23,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2562,5/10/2022,2,10000,600,Super Area,"Mohan Garden, Razapur Khurd",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2563,5/10/2022,2,10000,800,Super Area,"Bharthal, Dwarka",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2564,5/23/2022,2,12000,950,Super Area,"Chanakya Place, Sitapuri",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2565,7/6/2022,2,15000,450,Super Area,Shadipur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,4
2566,6/30/2022,1,10000,450,Carpet Area,Radhey Shyam Park,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2567,7/4/2022,2,12000,68,Super Area,Uttam Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,5
2568,6/18/2022,2,14500,850,Carpet Area,"Rajpur Khurd Extension, Rajpur",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2,4
2569,6/29/2022,2,18500,1000,Super Area,"Kotla Mubarakpur, South Extension",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2570,6/4/2022,1,24000,600,Carpet Area,Rajouri Garden,Delhi,Furnished,Bachelors,1,Contact Agent,4,4
2571,5/27/2022,2,11000,65,Super Area,New Ashok Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
2572,5/19/2022,3,52000,1700,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,1,1
2573,7/6/2022,3,70000,1800,Carpet Area,Lajpat Nagar 3,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,Ground,4
2574,7/4/2022,2,12000,1000,Super Area,Uttam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
2575,7/9/2022,2,22000,900,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,4
2576,6/10/2022,4,200000,2300,Super Area,Shanti Niketan,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,1,1
2577,5/1/2022,2,20000,75,Super Area,Green Park,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
2578,5/18/2022,3,45000,200,Carpet Area,Paschim Vihar Block B1,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,1,4
2579,5/23/2022,1,8000,200,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,4
2580,5/27/2022,1,8000,200,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,4
2581,5/18/2022,2,9500,450,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,3,4
2582,7/7/2022,2,25000,750,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors,2,Contact Agent,1,4
2583,5/27/2022,2,12000,400,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,1,4
2584,6/11/2022,2,24000,84,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,1,4
2585,5/5/2022,2,27000,90,Super Area,Rohini Sector 8,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2586,7/4/2022,2,18000,90,Super Area,Mansarovar garden,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2587,6/20/2022,2,17000,500,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2588,5/10/2022,2,15000,75,Super Area,Adarsh Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4,5
2589,5/23/2022,1,13000,512,Carpet Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,1,Contact Agent,1,3
2590,6/11/2022,3,70000,1500,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,1,3
2591,7/9/2022,1,14000,446,Super Area,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
2592,5/14/2022,3,32000,1100,Super Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2593,5/10/2022,1,4000,125,Super Area,Sangam Vihar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2594,5/10/2022,3,100000,1800,Super Area,Gautam Nagar,Delhi,Furnished,Bachelors/Family,3,Contact Owner,3,5
2595,6/16/2022,3,20000,1300,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,1,4
2596,6/20/2022,3,30000,2000,Super Area,"Ashoka Enclave Apartment, Dwarka Sector 11",Delhi,Semi-Furnished,Family,2,Contact Owner,7,10
2597,6/14/2022,2,150000,1200,Carpet Area,Greater Kailash 1,Delhi,Furnished,Bachelors,2,Contact Owner,2,3
2598,6/30/2022,3,19500,125,Super Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,2,Contact Owner,1,4
2599,5/24/2022,2,18000,730,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2,3
